0.200707,0.693826
0.039344,0.236104
0.149801,0.549424
0.056817,0.285666
0.637425,1.932620
0.415524,1.303176
0.317284,1.024508
0.393756,1.241427
0.105646,0.424176
0.773301,2.318045
0.512328,1.577770
0.886851,2.640141
0.510845,1.573563
0.442942,1.380950
0.143800,0.532403
0.435839,1.360801
0.930573,2.764162
0.371699,1.178861
0.960471,2.848972
0.330953,1.063282
0.085754,0.367751
0.125822,0.481406
0.118332,0.460160
0.016117,0.170218
0.647246,1.960477
0.358146,1.140417
0.026062,0.198426
0.329708,1.059749
0.499741,1.542065
0.976018,2.893074
0.275745,0.906677
0.540530,1.657768
0.572516,1.748498
0.097344,0.400625
0.221012,0.751424
0.738632,2.219705
0.448364,1.396329
0.244142,0.817033
0.835574,2.494689
0.128845,0.489982
0.844477,2.519945
0.862790,2.571891
0.803932,2.404934
0.404836,1.272858
0.320070,1.032410
0.319012,1.029410
0.626380,1.901290
0.684761,2.066892
0.774732,2.322106
0.123288,0.474218
0.964242,2.859668
0.061895,0.300071
0.633350,1.921062
0.306237,0.993171
0.805795,2.410219
0.216323,0.738121
0.229226,0.774721
0.325665,1.048283
0.800179,2.394288
0.282840,0.926803
0.719755,2.166156
0.323607,1.042444
0.431245,1.347770
0.099623,0.407091
0.103041,0.416787
0.259701,0.861168
0.736604,2.213950
0.937614,2.784135
0.048775,0.262855
0.284958,0.932811
0.670822,2.027353
0.906661,2.696336
0.249653,0.832666
0.308887,1.000689
0.831709,2.483725
0.985068,2.918744
0.196173,0.680965
0.235108,0.791406
0.080691,0.353389
0.378027,1.196811
0.622048,1.889001
0.126007,0.481931
0.232801,0.784864
0.778202,2.331948
0.084539,0.364303
0.218303,0.743739
0.793728,2.375988
0.815832,2.438688
0.214077,0.731752
0.140858,0.524058
0.866252,2.581711
0.692598,2.089125
0.077269,0.343680
0.542767,1.664112
0.266814,0.881345
0.164007,0.589722
0.446186,1.390150
0.611172,1.858151
0.983093,2.913142
0.963122,2.856493
0.354598,1.130353
0.634153,1.923337
0.256708,0.852677
0.601710,1.831311
0.226306,0.766440
0.077362,0.343946
0.881105,2.623842
0.484609,1.499141
0.757060,2.271976
0.355396,1.132617
0.958286,2.842774
0.265536,0.877719
0.886098,2.638007
0.720666,2.168742
0.000549,0.126058
0.488043,1.508883
0.833900,2.489940
0.420368,1.316915
0.401200,1.262543
0.289946,0.946961
0.551658,1.689334
0.398871,1.255937
0.991050,2.935714
0.093335,0.389254
0.055978,0.283287
0.991953,2.938274
0.675954,2.041911
0.931013,2.765410
0.023271,0.190509
0.607187,1.846846
0.872878,2.600507
0.631834,1.916762
0.877421,2.613394
0.700483,2.111490
0.070129,0.323429
0.094526,0.392632
0.967551,2.869055
0.925931,2.750995
0.777030,2.328624
0.331382,1.064499
0.293367,0.956664
0.803259,2.403025
0.030102,0.209886
0.673286,2.034344
0.201283,0.695459
0.620494,1.884593
0.801704,2.398612
0.479752,1.485364
0.946372,2.808980
0.821231,2.454004
0.292356,0.953798
0.559005,1.710173
0.170719,0.608762
0.059848,0.294265
0.838092,2.501833
0.083707,0.361944
0.260124,0.862368
0.752207,2.258210
0.136839,0.512658
0.120179,0.465400
0.159034,0.575616
0.090196,0.380349
0.268194,0.885261
0.995436,2.948154
0.693832,2.092623
0.259527,0.860674
0.668213,2.019954
0.555699,1.700795
0.086666,0.370337
0.235403,0.792245
0.904207,2.689372
0.304061,0.987000
0.260837,0.864391
0.678052,2.047862
0.168973,0.603809
0.567796,1.735111
0.992860,2.940846
0.344870,1.102758
0.008082,0.147424
0.138768,0.518129
0.153574,0.560129
0.867846,2.586233
0.273988,0.901695
0.768898,2.305557
0.547410,1.677283
0.354009,1.128682
0.900476,2.678790
0.117640,0.458199
0.475518,1.473354
0.300582,0.977131
0.119331,0.462994
0.357534,1.138682
0.040002,0.237970
0.816819,2.441488
0.814343,2.434466
0.456279,1.418781
0.406519,1.277631
0.960588,2.849303
0.609579,1.853632
0.233964,0.788163
0.676557,2.043622
0.921750,2.739137
0.938733,2.787311
0.904393,2.689902
0.939028,2.788148
0.451454,1.405094
0.467646,1.451023
0.534002,1.639251
0.248669,0.829874
0.626667,1.902104
0.979913,2.904120
0.912529,2.712980
0.910852,2.708224
0.821036,2.453449
0.599942,1.826296
0.992283,2.939209
0.428248,1.339267
0.651000,1.971128
0.558700,1.709310
0.883783,2.631439
0.862475,2.570997
0.232645,0.784420
0.936712,2.781577
0.199267,0.689741
0.213332,0.729636
0.641281,1.943559
0.398777,1.255671
0.737891,2.217601
